# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
EXOC2	ENSCAFG00000009173	ENSCAFT00000014607	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOC4	ENSCAFG00000001308	ENSCAFT00000002031	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000031727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000046120	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000046636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOSC2	ENSCAFG00000019941	ENSCAFT00000049035	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOSC9	ENSCAFG00000004139	ENSCAFT00000006635	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EXOSC9	ENSCAFG00000004139	ENSCAFT00000006636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EYA4	ENSCAFG00000000196	ENSCAFT00000000314	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EYA4	ENSCAFG00000000196	ENSCAFT00000045886	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
EYA4	ENSCAFG00000000196	ENSCAFT00000046541	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F11	ENSCAFG00000007348	ENSCAFT00000011775	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
F13A1	ENSCAFG00000009509	ENSCAFT00000015113	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
F5	ENSCAFG00000015215	ENSCAFT00000024154	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FAH	ENSCAFG00000013958	ENSCAFT00000022144	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM129C	ENSCAFG00000015256	ENSCAFT00000024231	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
FAM133B	ENSCAFG00000029326	ENSCAFT00000044219	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FAM134B	ENSCAFG00000019100	ENSCAFT00000030328	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
FAM135B	ENSCAFG00000001173	ENSCAFT00000001815	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM149A	ENSCAFG00000007402	ENSCAFT00000038160	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM167B	ENSCAFG00000010656	ENSCAFT00000016939	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FAM175B	ENSCAFG00000012760	ENSCAFT00000020236	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM178B	ENSCAFG00000002390	ENSCAFT00000003744	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FAM179A	ENSCAFG00000005258	ENSCAFT00000008480	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAM199X	ENSCAFG00000017828	ENSCAFT00000028279	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM214B	ENSCAFG00000002017	ENSCAFT00000003189	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FAM78A	ENSCAFG00000029121	ENSCAFT00000048028	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FANCD2	ENSCAFG00000005182	ENSCAFT00000008366	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FANCD2	ENSCAFG00000005182	ENSCAFT00000048978	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FAP	ENSCAFG00000010387	ENSCAFT00000016532	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBLN2	ENSCAFG00000004406	ENSCAFT00000007096	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBLN2	ENSCAFG00000004406	ENSCAFT00000043118	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBLN7	ENSCAFG00000007149	ENSCAFT00000011460	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FBLN7	ENSCAFG00000007149	ENSCAFT00000043190	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FBP1	ENSCAFG00000001305	ENSCAFT00000002021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXL20	ENSCAFG00000016461	ENSCAFT00000026090	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXL20	ENSCAFG00000016461	ENSCAFT00000044711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO15	ENSCAFG00000000029	ENSCAFT00000000047	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBXO38	ENSCAFG00000018356	ENSCAFT00000029171	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FBXW9	ENSCAFG00000017235	ENSCAFT00000027297	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FCHSD1	ENSCAFG00000006203	ENSCAFT00000010029	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCRL1	ENSCAFG00000016449	ENSCAFT00000026072	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCRL1	ENSCAFG00000016449	ENSCAFT00000047821	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FCRL2	ENSCAFG00000016457	ENSCAFT00000026085	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FCRL5	ENSCAFG00000023822	ENSCAFT00000026086	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FDX1	ENSCAFG00000014236	ENSCAFT00000022588	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FER1L5	ENSCAFG00000002411	ENSCAFT00000003791	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
FER1L5	ENSCAFG00000002411	ENSCAFT00000044239	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FER1L5	ENSCAFG00000002411	ENSCAFT00000048203	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0
FER1L6	ENSCAFG00000001037	ENSCAFT00000001594	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FER1L6	ENSCAFG00000001037	ENSCAFT00000044881	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FERMT3	ENSCAFG00000014609	ENSCAFT00000023225	protein_coding	0	0	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
FGD1	ENSCAFG00000016444	ENSCAFT00000026071	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGD4	ENSCAFG00000010589	ENSCAFT00000016851	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FGF19	ENSCAFG00000010693	ENSCAFT00000017003	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FGF9	ENSCAFG00000029890	ENSCAFT00000049421	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FHAD1	ENSCAFG00000030496	ENSCAFT00000025881	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FHAD1	ENSCAFG00000030496	ENSCAFT00000025883	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FICD	ENSCAFG00000011379	ENSCAFT00000018081	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
FIP1L1	ENSCAFG00000002034	ENSCAFT00000003220	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FLOT1	ENSCAFG00000000444	ENSCAFT00000000706	protein_coding	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FLOT2	ENSCAFG00000018824	ENSCAFT00000029889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FLOT2	ENSCAFG00000018824	ENSCAFT00000029900	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FLT4	ENSCAFG00000000482	ENSCAFT00000000771	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FLT4	ENSCAFG00000000482	ENSCAFT00000047300	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FMO3	ENSCAFG00000014992	ENSCAFT00000023776	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FMO3	ENSCAFG00000014992	ENSCAFT00000046053	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
FNDC11	ENSCAFG00000032079	ENSCAFT00000047074	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FNDC3B	ENSCAFG00000015349	ENSCAFT00000024382	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FNDC4	ENSCAFG00000005144	ENSCAFT00000008283	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FOXO1	ENSCAFG00000005965	ENSCAFT00000009632	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FOXRED2	ENSCAFG00000001550	ENSCAFT00000002422	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
FPGT	ENSCAFG00000028720	ENSCAFT00000044121	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FRAS1	ENSCAFG00000008752	ENSCAFT00000013952	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
FRAS1	ENSCAFG00000008752	ENSCAFT00000047713	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
FRAS1	ENSCAFG00000008752	ENSCAFT00000049130	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
FRG1	ENSCAFG00000007135	ENSCAFT00000011437	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FRG1	ENSCAFG00000007135	ENSCAFT00000043251	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FRMD7	ENSCAFG00000018829	ENSCAFT00000029887	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FRMD7	ENSCAFG00000018829	ENSCAFT00000045785	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FRMPD4	ENSCAFG00000011627	ENSCAFT00000018460	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FRRS1	ENSCAFG00000020052	ENSCAFT00000031906	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FRRS1L	ENSCAFG00000002840	ENSCAFT00000004543	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FSD1	ENSCAFG00000019098	ENSCAFT00000030327	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FSIP2	ENSCAFG00000014480	ENSCAFT00000022989	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FSIP2	ENSCAFG00000014480	ENSCAFT00000045208	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FTCD	ENSCAFG00000011926	ENSCAFT00000018946	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
FTL	ENSCAFG00000003861	ENSCAFT00000006220	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FTO	ENSCAFG00000009463	ENSCAFT00000015044	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FUOM	ENSCAFG00000013423	ENSCAFT00000021296	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FUT11	ENSCAFG00000014872	ENSCAFT00000023609	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GABRB1	ENSCAFG00000001889	ENSCAFT00000002993	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GABRG1	ENSCAFG00000001878	ENSCAFT00000002978	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GAK	ENSCAFG00000016743	ENSCAFT00000026527	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GAL3ST4	ENSCAFG00000014551	ENSCAFT00000023104	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GALP	ENSCAFG00000029589	ENSCAFT00000046168	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GANC	ENSCAFG00000010104	ENSCAFT00000016062	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GANC	ENSCAFG00000010104	ENSCAFT00000045640	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GAPDHS	ENSCAFG00000006986	ENSCAFT00000011246	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GAREM2	ENSCAFG00000004251	ENSCAFT00000006819	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GAS2	ENSCAFG00000010113	ENSCAFT00000016067	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GAS2L1	ENSCAFG00000012219	ENSCAFT00000019422	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GBA3	ENSCAFG00000016529	ENSCAFT00000026177	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GBP5	ENSCAFG00000024540	ENSCAFT00000032179	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GBX1	ENSCAFG00000004799	ENSCAFT00000007725	protein_coding	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0
GCSAML	ENSCAFG00000031967	ENSCAFT00000049834	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GDA	ENSCAFG00000001815	ENSCAFT00000002853	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GDA	ENSCAFG00000001815	ENSCAFT00000044098	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GDAP2	ENSCAFG00000009886	ENSCAFT00000015722	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GDAP2	ENSCAFG00000009886	ENSCAFT00000047929	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GDF6	ENSCAFG00000009445	ENSCAFT00000015016	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GEMIN2	ENSCAFG00000013859	ENSCAFT00000021990	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GEMIN2	ENSCAFG00000013859	ENSCAFT00000044848	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GET4	ENSCAFG00000011309	ENSCAFT00000017986	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GFAP	ENSCAFG00000013973	ENSCAFT00000022175	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GFRA1	ENSCAFG00000011782	ENSCAFT00000018723	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GFRA1	ENSCAFG00000011782	ENSCAFT00000038341	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GGA1	ENSCAFG00000001496	ENSCAFT00000002334	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GGH	ENSCAFG00000007203	ENSCAFT00000011551	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GHITM	ENSCAFG00000015891	ENSCAFT00000035706	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GHR	ENSCAFG00000018579	ENSCAFT00000029501	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GHR	ENSCAFG00000018579	ENSCAFT00000045572	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GHRH	ENSCAFG00000008743	ENSCAFT00000013901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GIF	ENSCAFG00000010325	ENSCAFT00000016414	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GIGYF1	ENSCAFG00000014223	ENSCAFT00000022631	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GINM1	ENSCAFG00000032487	ENSCAFT00000046676	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GIT1	ENSCAFG00000018930	ENSCAFT00000030062	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GIT1	ENSCAFG00000018930	ENSCAFT00000030074	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GJA9	ENSCAFG00000024932	ENSCAFT00000038555	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GJC1	ENSCAFG00000014089	ENSCAFT00000022370	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GKN2	ENSCAFG00000003273	ENSCAFT00000035332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLCE	ENSCAFG00000017520	ENSCAFT00000046216	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GLDC	ENSCAFG00000001416	ENSCAFT00000002193	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GLI2	ENSCAFG00000004821	ENSCAFT00000007784	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GLI3	ENSCAFG00000003535	ENSCAFT00000005687	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLI3	ENSCAFG00000003535	ENSCAFT00000049220	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLMN	ENSCAFG00000020159	ENSCAFT00000032099	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLOD4	ENSCAFG00000019124	ENSCAFT00000030372	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
GLRA4	ENSCAFG00000017804	ENSCAFT00000028247	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLTSCR2	ENSCAFG00000004080	ENSCAFT00000006545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLYAT	ENSCAFG00000007663	ENSCAFT00000012262	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GLYAT	ENSCAFG00000007663	ENSCAFT00000012264	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GMDS	ENSCAFG00000009212	ENSCAFT00000014648	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNAO1	ENSCAFG00000009233	ENSCAFT00000014740	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNMT	ENSCAFG00000001741	ENSCAFT00000002727	protein_coding	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA4	ENSCAFG00000004806	ENSCAFT00000007747	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GORAB	ENSCAFG00000015008	ENSCAFT00000023809	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPAT2	ENSCAFG00000006842	ENSCAFT00000011010	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPLD1	ENSCAFG00000010284	ENSCAFT00000016380	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR155	ENSCAFG00000013254	ENSCAFT00000021041	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
GPR155	ENSCAFG00000013254	ENSCAFT00000046128	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0
GPR156	ENSCAFG00000011154	ENSCAFT00000017732	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPR25	ENSCAFG00000032387	ENSCAFT00000044582	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPRC5C	ENSCAFG00000004556	ENSCAFT00000007330	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPRIN2	ENSCAFG00000016101	ENSCAFT00000025545	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GPSM1	ENSCAFG00000019694	ENSCAFT00000031311	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPSM1	ENSCAFG00000019694	ENSCAFT00000031316	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
GRAMD1A	ENSCAFG00000007157	ENSCAFT00000011490	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GRAMD1A	ENSCAFG00000007157	ENSCAFT00000048986	protein_coding	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0
GRAMD4	ENSCAFG00000000756	ENSCAFT00000001170	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRAMD4	ENSCAFG00000000756	ENSCAFT00000048604	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GREB1	ENSCAFG00000003579	ENSCAFT00000005749	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GREB1	ENSCAFG00000003579	ENSCAFT00000050023	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRIA1	ENSCAFG00000017765	ENSCAFT00000028234	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRIA1	ENSCAFG00000017765	ENSCAFT00000028256	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRIA4	ENSCAFG00000014838	ENSCAFT00000023560	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
