# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GLRA3	ENSCAFG00000007904	ENSCAFT00000012633	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLRA3	ENSCAFG00000007904	ENSCAFT00000012641	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLRA3	ENSCAFG00000007904	ENSCAFT00000043558	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLRA3	ENSCAFG00000007904	ENSCAFT00000049653	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLS	ENSCAFG00000009513	ENSCAFT00000015115	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLS2	ENSCAFG00000000131	ENSCAFT00000000215	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GLT1D1	ENSCAFG00000028957	ENSCAFT00000049572	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GLT6D1	ENSCAFG00000029005	ENSCAFT00000044514	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
GLT8D1	ENSCAFG00000008946	ENSCAFT00000014226	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GLT8D1	ENSCAFG00000008946	ENSCAFT00000014246	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GLTP	ENSCAFG00000010796	ENSCAFT00000017136	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GLTP	ENSCAFG00000010796	ENSCAFT00000017196	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GLTSCR1	ENSCAFG00000004101	ENSCAFT00000006559	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLTSCR1	ENSCAFG00000004101	ENSCAFT00000047420	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GLYAT	ENSCAFG00000007663	ENSCAFT00000012262	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GLYAT	ENSCAFG00000007663	ENSCAFT00000012264	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GMCL1	ENSCAFG00000003315	ENSCAFT00000005309	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GMDS	ENSCAFG00000009212	ENSCAFT00000014648	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GMPPB	ENSCAFG00000023755	ENSCAFT00000036734	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GMPR	ENSCAFG00000009920	ENSCAFT00000015790	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GMPS	ENSCAFG00000008780	ENSCAFT00000013962	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GMPS	ENSCAFG00000008780	ENSCAFT00000043570	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GNA12	ENSCAFG00000029596	ENSCAFT00000046869	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNAQ	ENSCAFG00000001579	ENSCAFT00000030609	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNAT3	ENSCAFG00000013680	ENSCAFT00000021691	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNE	ENSCAFG00000002304	ENSCAFT00000003621	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNG12	ENSCAFG00000028654	ENSCAFT00000049542	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNG2	ENSCAFG00000031640	ENSCAFT00000044274	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNL1	ENSCAFG00000000396	ENSCAFT00000000627	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GNL3	ENSCAFG00000009004	ENSCAFT00000014305	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GNPAT	ENSCAFG00000011812	ENSCAFT00000018796	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GNS	ENSCAFG00000000359	ENSCAFT00000000563	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GOLGA4	ENSCAFG00000004806	ENSCAFT00000007747	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
GOLGA5	ENSCAFG00000011030	ENSCAFT00000017571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GOLGA7	ENSCAFG00000005733	ENSCAFT00000009240	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GOLGA7B	ENSCAFG00000009262	ENSCAFT00000014711	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GOLGA7B	ENSCAFG00000009262	ENSCAFT00000048636	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GOLGB1	ENSCAFG00000011615	ENSCAFT00000018446	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GOLIM4	ENSCAFG00000014599	ENSCAFT00000023185	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GOT2	ENSCAFG00000008357	ENSCAFT00000013304	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPAM	ENSCAFG00000010868	ENSCAFT00000017316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPATCH2L	ENSCAFG00000017128	ENSCAFT00000027130	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPC4	ENSCAFG00000018857	ENSCAFT00000029936	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GPD2	ENSCAFG00000009231	ENSCAFT00000014685	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPD2	ENSCAFG00000009231	ENSCAFT00000047392	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPHN	ENSCAFG00000016305	ENSCAFT00000025873	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPHN	ENSCAFG00000016305	ENSCAFT00000025875	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPKOW	ENSCAFG00000015794	ENSCAFT00000025025	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPLD1	ENSCAFG00000010284	ENSCAFT00000016380	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPN1	ENSCAFG00000024920	ENSCAFT00000038533	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GPN3	ENSCAFG00000008470	ENSCAFT00000013443	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPR155	ENSCAFG00000013254	ENSCAFT00000021041	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GPR155	ENSCAFG00000013254	ENSCAFT00000046128	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GPR157	ENSCAFG00000019726	ENSCAFT00000031368	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GPR157	ENSCAFG00000019726	ENSCAFT00000049179	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GPR55	ENSCAFG00000010749	ENSCAFT00000017096	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GPRC5B	ENSCAFG00000018027	ENSCAFT00000028637	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GPS1	ENSCAFG00000005938	ENSCAFT00000009593	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GRAMD1B	ENSCAFG00000011584	ENSCAFT00000018431	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRAMD1B	ENSCAFG00000011584	ENSCAFT00000018432	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRAMD3	ENSCAFG00000000582	ENSCAFT00000000901	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRAMD3	ENSCAFG00000000582	ENSCAFT00000049541	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRB10	ENSCAFG00000003422	ENSCAFT00000005505	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GREB1	ENSCAFG00000003579	ENSCAFT00000005749	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GREB1	ENSCAFG00000003579	ENSCAFT00000050023	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRHL3	ENSCAFG00000012994	ENSCAFT00000020638	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRHL3	ENSCAFG00000012994	ENSCAFT00000049943	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRHPR	ENSCAFG00000002370	ENSCAFT00000003721	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRIA1	ENSCAFG00000017765	ENSCAFT00000028256	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GRIK4	ENSCAFG00000011880	ENSCAFT00000018877	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRIK5	ENSCAFG00000004930	ENSCAFT00000007929	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRIK5	ENSCAFG00000004930	ENSCAFT00000043369	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRK4	ENSCAFG00000014693	ENSCAFT00000023349	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRK6	ENSCAFG00000016388	ENSCAFT00000019321	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRK6	ENSCAFG00000016388	ENSCAFT00000025992	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRM7	ENSCAFG00000005583	ENSCAFT00000008998	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRM7	ENSCAFG00000005583	ENSCAFT00000036019	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRTP1	ENSCAFG00000006334	ENSCAFT00000010243	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GRXCR1	ENSCAFG00000024975	ENSCAFT00000038652	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GSAP	ENSCAFG00000004316	ENSCAFT00000006926	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
GSAP	ENSCAFG00000004316	ENSCAFT00000043920	protein_coding	0	0	1	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
GSDMC	ENSCAFG00000001087	ENSCAFT00000001658	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GSE1	ENSCAFG00000019928	ENSCAFT00000031711	protein_coding	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GSG1L	ENSCAFG00000032744	ENSCAFT00000044554	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GSK3B	ENSCAFG00000011122	ENSCAFT00000017704	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GSK3B	ENSCAFG00000011122	ENSCAFT00000038668	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GSS	ENSCAFG00000007671	ENSCAFT00000012275	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GTF2E1	ENSCAFG00000011306	ENSCAFT00000017975	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
GTF2H1	ENSCAFG00000009171	ENSCAFT00000014599	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GTF2H4	ENSCAFG00000032081	ENSCAFT00000000727	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GTF2IRD1	ENSCAFG00000011763	ENSCAFT00000018878	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GTF2IRD1	ENSCAFG00000011763	ENSCAFT00000018889	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GTF3A	ENSCAFG00000006794	ENSCAFT00000010938	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GTF3C1	ENSCAFG00000017408	ENSCAFT00000027594	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
GTF3C6	ENSCAFG00000003915	ENSCAFT00000006291	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GTPBP1	ENSCAFG00000001377	ENSCAFT00000002126	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTPBP8	ENSCAFG00000010557	ENSCAFT00000038797	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2A	ENSCAFG00000002568	ENSCAFT00000004045	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GUCY1B3	ENSCAFG00000008566	ENSCAFT00000013605	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GUCY1B3	ENSCAFG00000008566	ENSCAFT00000046553	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GUCY2C	ENSCAFG00000013037	ENSCAFT00000020726	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GUCY2D	ENSCAFG00000016906	ENSCAFT00000026758	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GUCY2F	ENSCAFG00000018034	ENSCAFT00000028661	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
GYG2	ENSCAFG00000011113	ENSCAFT00000017683	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GZMA	ENSCAFG00000006735	ENSCAFT00000028805	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
H2AFX	ENSCAFG00000012332	ENSCAFT00000019578	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
H6PD	ENSCAFG00000019727	ENSCAFT00000031369	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
H6PD	ENSCAFG00000019727	ENSCAFT00000048040	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HACD1	ENSCAFG00000023975	ENSCAFT00000037117	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HACD1	ENSCAFG00000023975	ENSCAFT00000037123	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HACD1	ENSCAFG00000023975	ENSCAFT00000045812	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HACD1	ENSCAFG00000023975	ENSCAFT00000049354	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HACD3	ENSCAFG00000017232	ENSCAFT00000027306	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HACL1	ENSCAFG00000005949	ENSCAFT00000009623	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HACL1	ENSCAFG00000005949	ENSCAFT00000044451	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HADHA	ENSCAFG00000004267	ENSCAFT00000006890	protein_coding	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0
HAL	ENSCAFG00000006412	ENSCAFT00000010385	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HAMP	ENSCAFG00000007048	ENSCAFT00000011304	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HAO2	ENSCAFG00000010027	ENSCAFT00000015954	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HAPLN3	ENSCAFG00000011542	ENSCAFT00000018316	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HARS	ENSCAFG00000005899	ENSCAFT00000009515	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HAUS1	ENSCAFG00000017640	ENSCAFT00000027972	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HAUS1	ENSCAFG00000017640	ENSCAFT00000044021	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HAUS5	ENSCAFG00000006938	ENSCAFT00000011141	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HBM	ENSCAFG00000029224	ENSCAFT00000048088	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HBP1	ENSCAFG00000003939	ENSCAFT00000006332	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HBS1L	ENSCAFG00000000226	ENSCAFT00000000360	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HCK	ENSCAFG00000007122	ENSCAFT00000037329	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HCLS1	ENSCAFG00000011559	ENSCAFT00000018370	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HCN2	ENSCAFG00000019716	ENSCAFT00000031349	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HDAC11	ENSCAFG00000004396	ENSCAFT00000007075	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HDAC2	ENSCAFG00000004049	ENSCAFT00000006490	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDAC2	ENSCAFG00000004049	ENSCAFT00000046686	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDAC4	ENSCAFG00000012546	ENSCAFT00000019989	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
HDAC5	ENSCAFG00000014334	ENSCAFT00000022795	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
HDAC5	ENSCAFG00000014334	ENSCAFT00000042851	protein_coding	0	0	0	3	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
HDAC6	ENSCAFG00000015620	ENSCAFT00000024781	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDAC7	ENSCAFG00000009152	ENSCAFT00000014571	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HDC	ENSCAFG00000015072	ENSCAFT00000023936	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDGF	ENSCAFG00000016741	ENSCAFT00000026503	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
HDGF	ENSCAFG00000016741	ENSCAFT00000047967	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HDLBP	ENSCAFG00000012913	ENSCAFT00000020547	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HDLBP	ENSCAFG00000012913	ENSCAFT00000038084	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HEATR6	ENSCAFG00000018155	ENSCAFT00000028841	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HEATR9	ENSCAFG00000018172	ENSCAFT00000028859	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HEATR9	ENSCAFG00000018172	ENSCAFT00000045411	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
HECTD3	ENSCAFG00000004672	ENSCAFT00000007516	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
HECTD4	ENSCAFG00000008851	ENSCAFT00000014076	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HECTD4	ENSCAFG00000008851	ENSCAFT00000014077	protein_coding	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
HELLS	ENSCAFG00000008090	ENSCAFT00000012889	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
HEMK1	ENSCAFG00000010296	ENSCAFT00000016351	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
HERC1	ENSCAFG00000017011	ENSCAFT00000026962	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HERC1	ENSCAFG00000017011	ENSCAFT00000042764	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HERC2	ENSCAFG00000009863	ENSCAFT00000015697	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HERC3	ENSCAFG00000023804	ENSCAFT00000015540	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HERC3	ENSCAFG00000023804	ENSCAFT00000045241	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
HERC4	ENSCAFG00000013475	ENSCAFT00000021404	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HERC4	ENSCAFG00000013475	ENSCAFT00000021413	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HERC6	ENSCAFG00000009781	ENSCAFT00000015531	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HES4	ENSCAFG00000019350	ENSCAFT00000043997	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
HEXB	ENSCAFG00000008292	ENSCAFT00000035273	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
HEXIM1	ENSCAFG00000024148	ENSCAFT00000037363	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
